theme_set_id,n,theme_set_pnt_1,theme_set_pnt_2,theme_set_pnt_3,theme_set_pnt_4,theme_set_pnt_5,theme_set_pnt_6
12_18_21,1,"[6, 2, 6]",,,,,
12_18_22,1,"[3, 3, 4]",,,,,
12_18_23,1,"[3, 4, 5]",,,,,
12_18_24,1,"[5, 2, 4]",,,,,
12_18_25,1,"[3, 3, 3]",,,,,
12_18_26,1,"[3, 3, 4]",,,,,
12_19_20,1,"[5, 2, 1]",,,,,
12_19_21,1,"[6, 2, 6]",,,,,
12_19_22,1,"[4, 3, 3]",,,,,
12_19_23,1,"[4, 4, 5]",,,,,
12_19_24,1,"[5, 2, 4]",,,,,
12_19_25,1,"[5, 1, 3]",,,,,
12_19_26,1,"[3, 4, 3]",,,,,
12_20_21,1,"[6, 1, 7]",,,,,
12_20_22,2,"[3, 2, 5]","[4, 2, 4]",,,,
12_20_23,1,"[5, 2, 4]",,,,,
12_20_24,1,"[5, 2, 4]",,,,,
12_20_25,1,"[4, 2, 3]",,,,,
12_20_26,1,"[3, 2, 4]",,,,,
12_21_22,1,"[5, 9, 3]",,,,,
12_21_23,1,"[6, 6, 4]",,,,,
12_21_24,1,"[6, 8, 4]",,,,,
12_21_25,1,"[4, 9, 3]",,,,,
12_21_26,1,"[5, 9, 2]",,,,,
12_22_23,1,"[5, 0, 5]",,,,,
12_22_24,1,"[5, 4, 5]",,,,,
12_22_25,2,"[4, 5, 3]","[5, 4, 3]",,,,
12_22_26,1,"[3, 6, 4]",,,,,
12_23_24,1,"[6, 1, 4]",,,,,
12_23_25,1,"[5, 3, 2]",,,,,
12_23_26,1,"[3, 4, 3]",,,,,
12_24_25,1,"[5, 5, 3]",,,,,
12_24_26,1,"[5, 5, 3]",,,,,
12_25_26,1,"[3, 3, 4]",,,,,
13_14_15,1,"[3, 4, -3]",,,,,
13_14_16,1,"[4, 3, 4]",,,,,
13_14_17,1,"[3, 3, 4]",,,,,
13_14_18,1,"[4, 3, 2]",,,,,
13_14_19,1,"[4, 3, 3]",,,,,
13_14_20,1,"[3, 4, 2]",,,,,
13_14_21,1,"[3, 4, 9]",,,,,
13_14_22,1,"[4, 3, 6]",,,,,
13_14_23,1,"[4, 3, 4]",,,,,
13_14_24,1,"[3, 4, 4]",,,,,
13_14_25,1,"[3, 4, 3]",,,,,
13_14_26,1,"[4, 3, 4]",,,,,
13_15_16,1,"[2, -3, 7]",,,,,
13_15_17,1,"[2, -2, 8]",,,,,
13_15_18,1,"[2, -2, 4]",,,,,
13_15_19,1,"[3, -3, 4]",,,,,
13_15_20,1,"[2, -3, 3]",,,,,
13_15_21,1,"[3, -3, 9]",,,,,
13_15_22,2,"[3, -3, 6]","[2, -2, 6]",,,,
13_15_23,2,"[3, -3, 5]","[4, -4, 5]",,,,
13_15_24,1,"[3, -3, 5]",,,,,
13_15_25,1,"[3, -3, 3]",,,,,
13_15_26,2,"[3, -3, 4]","[2, -2, 4]",,,,
13_16_17,1,"[4, 6, 0]",,,,,
13_16_18,1,"[4, 3, 4]",,,,,
13_16_19,1,"[4, 5, 3]",,,,,
13_16_20,1,"[4, 3, 2]",,,,,
13_16_21,1,"[4, 5, 8]",,,,,
13_16_22,1,"[4, 3, 5]",,,,,
13_16_23,1,"[4, 6, 5]",,,,,
13_16_24,1,"[4, 2, 4]",,,,,
13_16_25,1,"[4, 4, 3]",,,,,
13_16_26,2,"[4, 2, 4]","[4, 5, 2]",,,,
13_17_18,1,"[2, 8, 4]",,,,,
13_17_19,1,"[3, 8, 4]",,,,,
13_17_20,1,"[4, 1, 2]",,,,,
13_17_21,1,"[5, 0, 8]",,,,,
13_17_22,1,"[3, 4, 6]",,,,,
13_17_23,1,"[4, 3, 5]",,,,,
13_17_24,1,"[3, 6, 4]",,,,,
13_17_25,1,"[3, 6, 3]",,,,,
13_17_26,2,"[4, 3, 4]","[3, 6, 4]",,,,
13_18_19,1,"[4, 4, 4]",,,,,
13_18_20,1,"[4, 3, 1]",,,,,
13_18_21,1,"[5, 1, 8]",,,,,
13_18_22,1,"[4, 4, 3]",,,,,
13_18_23,1,"[4, 4, 5]",,,,,
13_18_24,1,"[4, 2, 4]",,,,,
13_18_25,1,"[4, 4, 1]",,,,,
13_18_26,1,"[4, 2, 4]",,,,,
13_19_20,1,"[4, 2, 2]",,,,,
13_19_21,1,"[5, 1, 8]",,,,,
13_19_22,2,"[4, 3, 4]","[4, 4, 3]",,,,
13_19_23,1,"[4, 4, 5]",,,,,
13_19_24,1,"[4, 2, 4]",,,,,
13_19_25,1,"[4, 2, 3]",,,,,
13_19_26,1,"[4, 2, 4]",,,,,
13_20_21,1,"[5, 1, 8]",,,,,
13_20_22,1,"[4, 2, 5]",,,,,
13_20_23,1,"[4, 2, 5]",,,,,
13_20_24,1,"[4, 2, 3]",,,,,
13_20_25,1,"[3, 2, 3]",,,,,
13_20_26,1,"[4, 2, 4]",,,,,
13_21_22,1,"[4, 8, 6]",,,,,
13_21_23,1,"[5, 8, 3]",,,,,
13_21_24,1,"[4, 9, 4]",,,,,
13_21_25,1,"[4, 9, 3]",,,,,
13_21_26,1,"[4, 8, 4]",,,,,
13_22_23,1,"[4, 4, 4]",,,,,
13_22_24,1,"[4, 4, 4]",,,,,
13_22_25,1,"[4, 6, 3]",,,,,
13_22_26,1,"[4, 6, 4]",,,,,
13_23_24,2,"[5, 3, 3]","[4, 4, 3]",,,,
13_23_25,1,"[4, 4, 2]",,,,,
13_23_26,1,"[4, 4, 3]",,,,,
13_24_25,2,"[4, 4, 3]","[3, 5, 3]",,,,
13_24_26,1,"[4, 3, 4]",,,,,
13_25_26,1,"[4, 3, 4]",,,,,
14_15_16,1,"[3, -2, 5]",,,,,
14_15_17,1,"[3, -2, 6]",,,,,
14_15_18,1,"[1, -1, 4]",,,,,
14_15_19,1,"[1, -1, 4]",,,,,
14_15_20,1,"[3, -2, 2]",,,,,
14_15_21,1,"[4, -3, 8]",,,,,
14_15_22,2,"[4, -3, 6]","[3, -2, 6]",,,,
14_15_23,1,"[1, -1, 5]",,,,,
14_15_24,1,"[3, -2, 4]",,,,,
14_15_25,1,"[3, -2, 3]",,,,,
14_15_26,2,"[4, -3, 4]","[3, -2, 4]",,,,
14_16_17,1,"[3, 2, 4]",,,,,
14_16_18,1,"[3, 4, 2]",,,,,
14_16_19,1,"[2, 4, 3]",,,,,
14_16_20,1,"[4, 0, 2]",,,,,
14_16_21,1,"[4, 4, 8]",,,,,
14_16_22,1,"[4, 4, 5]",,,,,
14_16_23,1,"[2, 5, 4]",,,,,
14_16_24,1,"[3, 4, 4]",,,,,
14_16_25,1,"[4, 3, 3]",,,,,
14_16_26,1,"[4, 3, 4]",,,,,
14_17_18,1,"[2, 8, 4]",,,,,
14_17_19,1,"[2, 8, 4]",,,,,
14_17_20,1,"[4, 0, 2]",,,,,
14_17_21,1,"[4, 1, 8]",,,,,
14_17_22,1,"[4, 2, 6]",,,,,
14_17_23,1,"[2, 8, 4]",,,,,
14_17_24,1,"[3, 4, 4]",,,,,
14_17_25,1,"[4, 4, 3]",,,,,
14_17_26,1,"[3, 4, 4]",,,,,
14_18_19,1,"[2, 4, 4]",,,,,
14_18_20,2,"[4, 1, 2]","[3, 2, 2]",,,,
14_18_21,1,"[4, 2, 7]",,,,,
14_18_22,2,"[4, 2, 5]","[4, 1, 6]",,,,
14_18_23,1,"[2, 4, 5]",,,,,
14_18_24,1,"[3, 2, 4]",,,,,
14_18_25,2,"[4, 2, 3]","[3, 3, 3]",,,,
14_18_26,1,"[4, 1, 4]",,,,,
14_19_20,1,"[4, 0, 2]",,,,,
14_19_21,1,"[4, 2, 7]",,,,,
14_19_22,2,"[4, 1, 6]","[4, 2, 5]",,,,
14_19_23,1,"[2, 4, 5]",,,,,
14_19_24,1,"[3, 2, 4]",,,,,
14_19_25,2,"[4, 2, 3]","[3, 3, 3]",,,,
14_19_26,1,"[4, 1, 4]",,,,,
14_20_21,1,"[4, 2, 7]",,,,,
14_20_22,1,"[4, 2, 5]",,,,,
14_20_23,1,"[3, 3, 4]",,,,,
14_20_24,1,"[4, 2, 3]",,,,,
14_20_25,1,"[4, 2, 3]",,,,,
14_20_26,3,"[4, 1, 4]","[3, 2, 4]","[4, 2, 3]",,,
14_21_22,1,"[4, 9, 5]",,,,,
14_21_23,1,"[4, 8, 3]",,,,,
14_21_24,1,"[3, 9, 4]",,,,,
14_21_25,1,"[4, 9, 3]",,,,,
14_21_26,2,"[4, 8, 4]","[4, 9, 3]",,,,
14_22_23,1,"[4, 4, 3]",,,,,
14_22_24,1,"[4, 6, 3]",,,,,
14_22_25,1,"[4, 6, 3]",,,,,
14_22_26,1,"[4, 6, 4]",,,,,
14_23_24,1,"[4, 2, 4]",,,,,
14_23_25,1,"[4, 2, 3]",,,,,
14_23_26,1,"[4, 1, 4]",,,,,
14_24_25,1,"[3, 5, 3]",,,,,
14_24_26,1,"[4, 3, 4]",,,,,
14_25_26,1,"[4, 3, 4]",,,,,
15_16_17,1,"[-2, 4, 4]",,,,,
15_16_18,1,"[-1, 4, 3]",,,,,
15_16_19,1,"[-2, 5, 4]",,,,,
15_16_20,1,"[-1, 4, 2]",,,,,
15_16_21,1,"[-2, 7, 8]",,,,,
15_16_22,1,"[-1, 5, 4]",,,,,
15_16_23,1,"[-2, 5, 5]",,,,,
15_16_24,1,"[-2, 5, 4]",,,,,
15_16_25,2,"[-1, 5, 2]","[-2, 5, 3]",,,,
15_16_26,1,"[-1, 5, 2]",,,,,
15_17_18,1,"[-2, 8, 4]",,,,,
15_17_19,1,"[-2, 8, 4]",,,,,
15_17_20,1,"[-1, 2, 2]",,,,,
15_17_21,2,"[-1, 4, 6]","[-1, 6, 5]",,,,
15_17_22,2,"[-1, 4, 5]","[-1, 6, 4]",,,,
15_17_23,1,"[-1, 4, 5]",,,,,
15_17_24,1,"[-2, 6, 4]",,,,,
15_17_25,1,"[-1, 6, 3]",,,,,
15_17_26,1,"[-2, 6, 3]",,,,,
15_18_19,1,"[-1, 4, 4]",,,,,
15_18_20,1,"[-1, 2, 2]",,,,,
15_18_21,1,"[-1, 3, 6]",,,,,
15_18_22,1,"[-1, 2, 5]",,,,,
15_18_23,1,"[-1, 4, 5]",,,,,
15_18_24,2,"[-1, 3, 3]","[-1, 4, 2]",,,,
15_18_25,1,"[-1, 2, 3]",,,,,
15_18_26,1,"[-1, 4, 1]",,,,,
15_19_20,1,"[-1, 3, 1]",,,,,
15_19_21,1,"[-1, 3, 6]",,,,,
15_19_22,1,"[-1, 3, 4]",,,,,
15_19_23,1,"[-1, 4, 5]",,,,,
15_19_24,2,"[-1, 3, 3]","[-1, 4, 2]",,,,
15_19_25,1,"[-1, 3, 3]",,,,,
15_19_26,1,"[-1, 4, 1]",,,,,
15_20_21,1,"[-1, 2, 7]",,,,,
15_20_22,1,"[-1, 2, 5]",,,,,
15_20_23,1,"[-2, 2, 5]",,,,,
15_20_24,1,"[-2, 2, 4]",,,,,
15_20_25,1,"[-1, 2, 3]",,,,,
15_20_26,1,"[-1, 2, 3]",,,,,
15_21_22,1,"[-2, 7, 5]",,,,,
15_21_23,1,"[-1, 6, 4]",,,,,
15_21_24,1,"[-3, 8, 5]",,,,,
15_21_25,1,"[-2, 8, 3]",,,,,
15_21_26,1,"[-2, 7, 3]",,,,,
15_22_23,2,"[-1, 4, 3]","[-1, 3, 4]",,,,
15_22_24,1,"[-2, 5, 4]",,,,,
15_22_25,1,"[-1, 5, 3]",,,,,
15_22_26,1,"[-2, 6, 4]",,,,,
15_23_24,1,"[-1, 4, 3]",,,,,
15_23_25,1,"[-1, 3, 3]",,,,,
15_23_26,1,"[-1, 5, 1]",,,,,
15_24_25,1,"[-2, 4, 3]",,,,,
15_24_26,1,"[-2, 4, 3]",,,,,
15_25_26,1,"[-2, 3, 4]",,,,,
16_17_18,1,"[2, 8, 4]",,,,,
16_17_19,1,"[3, 8, 4]",,,,,
16_17_20,1,"[3, 4, 1]",,,,,
16_17_21,2,"[6, 1, 8]","[5, 2, 8]",,,,
16_17_22,1,"[3, 4, 5]",,,,,
16_17_23,1,"[5, 3, 5]",,,,,
16_17_24,1,"[3, 6, 4]",,,,,
16_17_25,1,"[2, 6, 3]",,,,,
16_17_26,1,"[4, 6, 3]",,,,,
16_18_19,1,"[4, 4, 4]",,,,,
16_18_20,1,"[4, 3, 1]",,,,,
16_18_21,1,"[7, 1, 8]",,,,,
16_18_22,1,"[4, 3, 4]",,,,,
16_18_23,1,"[4, 4, 5]",,,,,
16_18_24,1,"[4, 2, 4]",,,,,
16_18_25,1,"[3, 3, 3]",,,,,
16_18_26,1,"[5, 3, 3]",,,,,
16_19_20,1,"[6, 3, 0]",,,,,
16_19_21,2,"[7, 1, 8]","[7, 2, 7]",,,,
16_19_22,1,"[4, 3, 4]",,,,,
16_19_23,1,"[5, 4, 5]",,,,,
16_19_24,1,"[6, 1, 4]",,,,,
16_19_25,1,"[4, 3, 2]",,,,,
16_19_26,1,"[5, 3, 3]",,,,,
16_20_21,1,"[7, 0, 8]",,,,,
16_20_22,1,"[4, 2, 4]",,,,,
16_20_23,2,"[5, 1, 5]","[3, 2, 5]",,,,
16_20_24,1,"[4, 1, 4]",,,,,
16_20_25,1,"[3, 2, 3]",,,,,
16_20_26,1,"[3, 2, 4]",,,,,
16_21_22,2,"[4, 8, 5]","[3, 8, 6]",,,,
16_21_23,1,"[7, 8, 3]",,,,,
16_21_24,1,"[6, 8, 4]",,,,,
16_21_25,1,"[5, 8, 3]",,,,,
16_21_26,1,"[4, 8, 4]",,,,,
16_22_23,1,"[5, 3, 4]",,,,,
16_22_24,1,"[5, 4, 4]",,,,,
16_22_25,1,"[4, 5, 3]",,,,,
16_22_26,2,"[3, 6, 4]","[4, 5, 4]",,,,
16_23_24,1,"[6, 4, 2]",,,,,
16_23_25,1,"[6, 4, 1]",,,,,
16_23_26,1,"[6, 4, 2]",,,,,
16_24_25,1,"[4, 4, 3]",,,,,
16_24_26,1,"[5, 4, 3]",,,,,
16_25_26,1,"[3, 3, 4]",,,,,
17_18_19,1,"[8, 4, 4]",,,,,
17_18_20,1,"[8, 4, 0]",,,,,
17_18_21,1,"[8, 4, 5]",,,,,
17_18_22,1,"[8, 4, 4]",,,,,
17_18_23,1,"[8, 4, 4]",,,,,
17_18_24,1,"[8, 4, 3]",,,,,
17_18_25,1,"[8, 4, 2]",,,,,
17_18_26,1,"[8, 4, 3]",,,,,
17_19_20,1,"[8, 4, 0]",,,,,
17_19_21,1,"[8, 4, 5]",,,,,
17_19_22,1,"[8, 4, 4]",,,,,
17_19_23,1,"[8, 4, 4]",,,,,
17_19_24,1,"[8, 4, 3]",,,,,
17_19_25,1,"[8, 4, 2]",,,,,
17_19_26,1,"[8, 4, 3]",,,,,
17_20_21,1,"[2, 2, 6]",,,,,
17_20_22,1,"[0, 2, 6]",,,,,
17_20_23,1,"[2, 2, 5]",,,,,
17_20_24,1,"[4, 1, 4]",,,,,
17_20_25,1,"[2, 2, 3]",,,,,
17_20_26,1,"[2, 2, 4]",,,,,
17_21_22,1,"[4, 7, 6]",,,,,
17_21_23,1,"[6, 6, 4]",,,,,
17_21_24,1,"[2, 7, 5]",,,,,
17_21_25,1,"[6, 6, 3]",,,,,
17_21_26,1,"[6, 6, 4]",,,,,
17_22_23,1,"[8, 4, 4]",,,,,
17_22_24,1,"[4, 4, 4]",,,,,
17_22_25,1,"[6, 5, 3]",,,,,
17_22_26,1,"[6, 5, 4]",,,,,
17_23_24,1,"[8, 4, 3]",,,,,
17_23_25,1,"[8, 4, 2]",,,,,
17_23_26,1,"[8, 4, 3]",,,,,
17_24_25,1,"[4, 4, 3]",,,,,
17_24_26,1,"[6, 3, 4]",,,,,
17_25_26,1,"[4, 3, 4]",,,,,
18_19_20,1,"[4, 3, 1]",,,,,
18_19_21,1,"[4, 4, 5]",,,,,
18_19_22,1,"[4, 4, 4]",,,,,
18_19_23,1,"[4, 4, 5]",,,,,
18_19_24,1,"[4, 4, 3]",,,,,
18_19_25,1,"[4, 4, 2]",,,,,
18_19_26,1,"[4, 4, 3]",,,,,
18_20_21,1,"[2, 2, 6]",,,,,
18_20_22,1,"[1, 2, 6]",,,,,
18_20_23,1,"[3, 2, 5]",,,,,
18_20_24,1,"[1, 2, 4]",,,,,
18_20_25,1,"[2, 2, 3]",,,,,
18_20_26,1,"[1, 2, 4]",,,,,
18_21_22,1,"[2, 7, 6]",,,,,
18_21_23,1,"[4, 5, 5]",,,,,
18_21_24,1,"[0, 8, 5]",,,,,
18_21_25,1,"[3, 6, 3]",,,,,
18_21_26,1,"[3, 6, 4]",,,,,
18_22_23,2,"[4, 3, 5]","[4, 4, 4]",,,,
18_22_24,1,"[2, 4, 4]",,,,,
18_22_25,1,"[3, 5, 3]",,,,,
18_22_26,1,"[3, 5, 4]",,,,,
18_23_24,1,"[4, 4, 3]",,,,,
18_23_25,1,"[4, 4, 2]",,,,,
18_23_26,1,"[4, 4, 3]",,,,,
18_24_25,1,"[2, 4, 3]",,,,,
18_24_26,1,"[3, 3, 4]",,,,,
18_25_26,1,"[2, 3, 4]",,,,,
19_20_21,1,"[2, 2, 5]",,,,,
19_20_22,1,"[0, 2, 6]",,,,,
19_20_23,2,"[3, 1, 5]","[2, 2, 5]",,,,
19_20_24,1,"[1, 2, 4]",,,,,
19_20_25,1,"[1, 2, 3]",,,,,
19_20_26,1,"[1, 2, 4]",,,,,
19_21_22,1,"[2, 7, 6]",,,,,
19_21_23,1,"[4, 5, 5]",,,,,
19_21_24,1,"[0, 8, 5]",,,,,
19_21_25,1,"[3, 6, 3]",,,,,
19_21_26,1,"[3, 6, 4]",,,,,
19_22_23,2,"[4, 3, 5]","[4, 4, 4]",,,,
19_22_24,1,"[2, 4, 4]",,,,,
19_22_25,1,"[3, 5, 3]",,,,,
19_22_26,1,"[3, 5, 4]",,,,,
19_23_24,1,"[4, 4, 3]",,,,,
19_23_25,1,"[4, 4, 2]",,,,,
19_23_26,1,"[4, 4, 3]",,,,,
19_24_25,1,"[2, 4, 3]",,,,,
19_24_26,1,"[3, 3, 4]",,,,,
19_25_26,1,"[2, 3, 4]",,,,,
20_21_22,1,"[2, 7, 6]",,,,,
20_21_23,1,"[2, 6, 5]",,,,,
20_21_24,2,"[0, 8, 5]","[1, 7, 5]",,,,
20_21_25,1,"[2, 7, 3]",,,,,
20_21_26,1,"[2, 7, 4]",,,,,
20_22_23,1,"[3, 3, 4]",,,,,
20_22_24,2,"[2, 5, 3]","[2, 4, 4]",,,,
20_22_25,1,"[2, 6, 3]",,,,,
20_22_26,1,"[2, 6, 4]",,,,,
20_23_24,1,"[3, 4, 2]",,,,,
20_23_25,1,"[3, 4, 2]",,,,,
20_23_26,2,"[2, 4, 3]","[3, 4, 2]",,,,
20_24_25,1,"[2, 4, 3]",,,,,
20_24_26,1,"[2, 3, 4]",,,,,
20_25_26,1,"[2, 3, 4]",,,,,
21_22_23,1,"[8, 5, 2]",,,,,
21_22_24,1,"[9, 4, 4]",,,,,
21_22_25,1,"[8, 6, 3]",,,,,
21_22_26,1,"[8, 6, 4]",,,,,
21_23_24,1,"[8, 2, 4]",,,,,
21_23_25,1,"[7, 3, 3]",,,,,
21_23_26,1,"[7, 3, 3]",,,,,
21_24_25,1,"[9, 4, 3]",,,,,
21_24_26,1,"[8, 4, 3]",,,,,
21_25_26,1,"[8, 3, 4]",,,,,
22_23_24,1,"[4, 3, 3]",,,,,
22_23_25,1,"[5, 3, 3]",,,,,
22_23_26,1,"[5, 3, 4]",,,,,
22_24_25,2,"[5, 4, 3]","[4, 5, 3]",,,,
22_24_26,1,"[6, 3, 4]",,,,,
22_25_26,1,"[6, 3, 4]",,,,,
23_24_25,1,"[3, 4, 3]",,,,,
23_24_26,1,"[3, 3, 4]",,,,,
23_25_26,1,"[2, 3, 4]",,,,,
24_25_26,1,"[3, 3, 4]",,,,,
